"","x"
"54-62-6",0.0468161674184765
"82657-04-3",0.0114804522291154
"88671-89-0",0.0161483967754264
"142-87-0",0.00528750367453709
"84-74-2",0.0320194189957763
"113-48-4",0.027243733741889
"67564-91-4",0.0288758163414428
"121-69-7",0.0160814409237242
"540-18-1",0.00420542234927645
"239110-15-7",0.0395835253425307
"79-24-3",0.000344837989858802
"706-14-9",0.0332072882002792
"6379-73-3",0.0545557430586272
"95-87-4",0.0412678885854538
"82469-79-2",0.00469687784045219
"614-45-9",0.0551539099429955
"NOCAS_48507",0.551848214853346
"79983-71-4",0.0228870011946366
"97-52-9",0.0163194909906047
"283594-90-1",0.0607136960459908
"100-25-4",0.00401693500047213
"16484-77-8",0.0137426681925752
"122-73-6",0.0107794487857359
"98-01-1",0.000698643208493441
"125-84-8",0.00831665220297198
"627-30-5",0.0340935587943981
"112-03-8",0.00277506555422215
"123-00-2",0.00517440609896849
"90-72-2",0.0144086280798538
"96-23-1",0.00319282100189621
"3811-73-2",0.00680920374741589
"335-76-2",0.00291949087552546
"111-49-9",0.0451023903520849
"108-48-5",0.009480729010229
"94-13-3",0.073316106016979
"111-87-5",0.0118270214224891
"1061517-62-1",0.0166782652505382
"2016-57-1",0.0155200529390157
"62-73-7",0.00421135434969878
"3380-34-5",0.347731739999567
"56375-79-2",0.00182492516509554
"138-86-3",0.00225439229337876
"127-39-9",0.00124026395233139
"112-50-5",0.0202723385382576
"116-25-6",0.0191487304666907
"2756-56-1",0.00688114545372701
"169590-42-5",0.0316352766195371
"64-67-5",0.0169426098380487
"105-87-3",0.00768033657750925
"309-00-2",0.00489961832073836
"99-51-4",0.0146627960864024
"789-02-6",0.00201152834568788
"3164-85-0",0.0082501720154902
"124378-77-4",0.0493914528172135
"1120-04-3",0.00161546142928866
"17924-92-4",0.210129520450068
"2164-17-2",0.0255578893804003
"115-29-7",0.0186536540800786
"77-92-9",0.000145636701985969
"973-21-7",0.0652013414663734
"473-55-2",0.00131994218859532
"123312-89-0",0.00100775843643045
"129299-90-7",0.0428057431795405
"96-45-7",0.0490822041418436
"136-45-8",0.00503171507252954
"93-53-8",0.00650186273262776
"105-54-4",0.00569132673993957
"826-36-8",0.000411227827378331
"78-40-0",0.0504063338033214
"4553-62-2",0.01352938568425
"123-99-9",0.00606105341964597
"532-27-4",0.0122374342293115
"91-22-5",0.050925986572098
"94-46-2",0.0118829834537184
"41372-08-1",0.000157716206814499
"69-74-9",0.0131360133372913
"143-22-6",0.00989883155271837
"79-43-6",0.00243984281982321
"135-02-4",0.0525595640296795
"110-27-0",0.00664298964207121
"612-12-4",0.128501212273603
"139290-65-6",0.09063063314129
"591-22-0",0.00856215887900529
"142-62-1",0.00672761440781926
"461-58-5",0.00613250587920061
"141112-29-0",0.0306469391131998
"759-94-4",0.0192041134898529
"25152-84-5",0.0216475594074362
"3388-04-3",0.0757341569848668
"89415-87-2",0.000704186066494512
"461023-63-2",0.0603891322207911
"100-37-8",0.00113922949111372
"156052-68-5",0.045191209013224
"17321-47-0",0.0142795144006266
"129453-61-8",0.0124447654096043
"1445-75-6",0.00999594771569205
"513-86-0",0.00786329235875952
"2451-62-9",0.0161148992448204
"17754-90-4",0.0101505423443765
"112-07-2",0.0016925902232953
"117-08-8",0.00080664081843735
"126-07-8",0.18207743247951
"687-47-8",0.00110815331271703
"3391-86-4",0.0175352867928821
"512-56-1",0.0654363791623989
"68-96-2",0.0149703785142342
"43121-43-3",0.405979538847405
"500-38-9",0.217575516366718
"719-59-5",0.588439923666006
"111-43-3",0.00119411378721813
"95-13-6",0.00447930170903313
"150-68-5",0.0639674703261969
"5394-36-5",0.00367377122733551
"544-63-8",0.0134729522699394
"1112-39-6",0.000957729665490867
"638-07-3",0.0169341274249486
"1559-35-9",0.00743950344793993
"103-24-2",0.00153227235286155
"57-83-0",0.0117902647214912
"527-60-6",0.388565395709256
"80-15-9",0.0138966835144686
"249296-43-3",0.0405705357652049
"75-50-3",0.00401561203227523
"1634-78-2",0.560388972401194
"2996-92-1",0.0186831835210656
"122-18-9",0.00584270571777993
"344930-95-6",0.160073598455769
"80844-07-1",0.23726526532049
"127-07-1",0.00988349109313388
"57-14-7",0.00641907810254265
"108-11-2",0.00297860216853162
"59-40-5",0.559304045438098
"928-96-1",0.010814611982555
"2439-01-2",0.03082277267785
"5598-15-2",0.183117160657954
"150-46-9",0.00434421990304202
"80-07-9",0.13956769485621
"123-02-4",0.00916945022872849
"676116-04-4",0.00167411964374889
"5536-61-8",0.00627631981221576
"108-01-0",0.00256911437873384
"112-25-4",0.00928413694547434
"161050-58-4",0.00394629074209742
"17804-35-2",0.111451430392385
"84087-01-4",0.0523491339278047
"77-40-7",0.277544180883245
"NOCAS_47366",0.0268629139517251
"121552-61-2",0.779067536361951
"136-60-7",0.0044974253412919
"1918-02-1",0.00876444088525518
"118-47-8",0.00724000391589328
"108-83-8",0.00106527092880869
"147150-35-4",0.201288069358615
"1008-72-6",0.000555792213027335
"57-55-6",0.0234254955754468
"4719-04-4",0.00337087221849838
"180084-01-9",0.0219829828270053
"589-66-2",0.0088571200818761
"1119-40-0",0.00687591562186954
"126-14-7",0.0262226890378646
"181274-15-7",0.0158673700953525
"3634-83-1",0.00107623190340363
"106-49-0",0.147767501461634
"4162-45-2",0.105876298422596
"49562-28-9",0.0995253926302435
"625114-41-2",0.00813400741377239
"101-67-7",0.362140266935931
"930-55-2",0.0020134592092485
"32388-55-9",0.0970352598630751
"65-85-0",0.0277003318197107
"13674-87-8",0.0433273569828491
"123-05-7",0.00254947948159329
"599-64-4",0.213929030818443
"874-90-8",0.154541877254163
"427-51-0",0.00109309534058887
"1763-23-1",0.0424171597805738
"25812-30-0",0.053391011680541
"72-20-8",0.0240077866663351
"112-31-2",0.00354163825604315
"135410-20-7",0.0239972358290799
"24307-26-4",0.0012774988434498
"13254-34-7",0.00418287801092486
"1072-15-7",0.00598477163293371
"61949-76-6",0.00434849086660335
"556-61-6",0.000173321156228177
"149413-74-1",0.00291904368913879
"84-58-2",0.0846110314744063
"1646-87-3",0.0359689927609876
"151-05-3",0.0243619994079398
"106-36-5",0.00676197502733325
"83657-24-3",0.0633069247331627
"188425-85-6",0.0938390874912365
"439687-69-1",0.00319274512556616
"78-42-2",0.0140518976747038
"626-48-2",0.000182506385202601
"97886-45-8",0.066979664938289
"693-54-9",0.00974767596741159
"119-07-3",0.0235891125847218
"3871-99-6",0.00224058058405449
"81406-37-3",0.140425148851643
"115-77-5",0.015465593573916
"95-14-7",0.0987420490652833
"4602-84-0",0.0120373650880221
"584-84-9",0.0103516023258171
"692-86-4",0.0110535613304282
"110-26-9",0.00364782043846089
"551-93-9",0.0222435638402433
"NOCAS_47381",0.0758947786609532
"6117-91-5",0.00377418132417899
"129-17-9",0.000383366218678347
"478263-98-8",0.148731136628359
"24683-00-9",0.0603381283976128
"66441-23-4",0.642408232093359
"103055-07-8",0.0267936356084004
"1559-34-8",0.0126123047927823
"76703-62-3",0.00816318891003316
"611-14-3",0.00274942844334434
"533-74-4",0.0223428741060641
"50-69-1",0.00285979840931807
"37764-25-3",0.00100678892386465
"55934-93-5",0.0164012486955009
"98-07-7",0.00114923249048036
"109-97-7",0.00654353778108646
"143201-11-0",0.0153462084044844
"4638-48-6",0.283515315410894
"104206-82-8",0.00965105199481628
"2444-46-4",0.0112749132957208
"142-04-1",0.0568541566373752
"263553-33-9",0.0116154319806447
"141-22-0",0.000545397111591702
"118-75-2",0.0548068384780603
"87-41-2",0.0297693999236855
"491-80-5",0.545557198071705
"111-62-6",0.00561534177909462
"89-04-3",0.00325389692647555
"33228-44-3",0.156484405720003
"123-42-2",0.00163202151973199
"79-16-3",0.00367764708300203
"13183-79-4",0.0013851995320124
"41484-35-9",0.00173241830728457
"609-66-5",0.0294906804276084
"126-92-1",0.00825484322373097
"139340-56-0",0.000841250242871115
"2051-62-9",0.0622880830890339
"615-20-3",0.00962578761694991
"402910-27-4",0.00641926580146883
"143-08-8",0.0167370995442299
"111-21-7",0.00478206974890296
"2917-73-9",0.00275878507758269
"78-70-6",0.0116884054897017
"135-98-8",0.00212404785575151
"64359-81-5",0.00342754015850236
"72-33-3",0.150646899342549
"101-42-8",0.0122561021363094
"84-75-3",0.00849187871545438
"59-87-0",0.000366744647171893
"97-74-5",0.0428065996266937
"615-13-4",0.33695901885795
"106-58-1",0.00144321851544884
"34256-82-1",0.0046040957524438
"583-78-8",0.347015208197577
"106-65-0",0.00735755767802278
"58-56-0",0.00575837424966097
"140-53-4",0.0014713246929765
"193-39-5",0.966266439407077
"23564-06-9",0.00101913095685328
"52-68-6",0.00543281059365944
"139149-55-6",0.100737829914252
"375-85-9",0.00824437009673409
"67-30-1",0.000115447947561701
"87-61-6",0.00279139375969384
"76-83-5",0.00292390279110945
"77-71-4",0.00699893182996226
"2031-67-6",0.00451115715947806
"1120-01-0",0.000932072267531065
"1120-36-1",0.00386108612158697
"54593-83-8",0.338702972336157
"54-85-3",0.00111521030516922
"1825-21-4",0.0111570223000746
"NOCAS_47385",0.0540617691825303
"3697-42-5",0.00910045919901373
"110-85-0",0.00379139349156567
"100-80-1",0.00121298057157003
"102-82-9",0.00336844475210041
"120-95-6",0.010700656893343
"25311-71-1",0.361433312237979
"3252-43-5",0.000930233144627142
"261947-38-0",0.251397223986415
"110-44-1",0.00534727404971092
"646-06-0",0.0103184187626462
"1241-94-7",0.0738945585948832
"100-54-9",0.00142187891580916
"10042-59-8",0.0151669629702154
"102-96-5",0.0245889669973228
"79-14-1",0.00445346345001695
"503-74-2",0.00540356012811352
"143-50-0",0.00218661787150118
"6843-66-9",0.00954638495238102
"56-81-5",0.00982750473485963
"108-59-8",0.00302528004067244
"50-35-1",0.0265726218724622
"2795-39-3",0.000323799802047829
"868-85-9",0.0292567220814692
"288104-79-0",0.206439148701171
"122-78-1",0.0181033181022556
"50-70-4",0.00252570150386215
"1929-82-4",0.00389463737244184
"5333-42-6",0.0108242683265091
"78-77-3",0.00424002598077445
"121-91-5",0.0713023104020352
"5392-40-5",0.00327528173939714
"51-30-9",0.0134377403368706
"107-70-0",0.00143307181066268
"103-28-6",0.0274705926053501
"1120-71-4",0.0019352630608387
"957-51-7",0.00960633576517165
"85-40-5",0.00456438297664038
"87-90-1",0.00126202791607823
"93-89-0",0.011281842384561
"77-48-5",0.00836794336595466
"13071-79-9",0.522184751126783
"120-55-8",0.044553011243689
"66357-35-5",0.00277496104974365
"3337-71-1",0.0236922530867402
"151-21-3",0.00234393229629158
"126-98-7",0.00144520069645325
"128-04-1",0.00228084009087846
"15214-89-8",0.0147121061519197
"1469-48-3",0.00124254046903974
"81334-34-1",0.00195429456286083
"93-02-7",0.081764393398436
"22224-92-6",0.129169682777265
"131860-33-8",0.0521396326239587
"144-49-0",0.000434568456375108
"2144-53-8",0.00129682084578641
"123-92-2",0.00315829484236162
"534-13-4",0.103654485803082
"10482-56-1",0.00498330546846106
"61-82-5",0.00631268857061368
"1948-33-0",0.0481316849195954
"109-77-3",0.00200331536992901
"149979-41-9",0.0945345681401554
"131341-86-1",0.0124072361835501
"1861-32-1",0.0685646990711346
"135158-54-2",0.0479957046335596
"298-00-0",0.58603099353606
"135-19-3",0.89674867961283
"120-83-2",0.627799704435452
"21739-91-3",0.0548106676305252
"115-86-6",0.727787619416188
"77501-63-4",0.0557415029320794
"5234-68-4",0.134596740422688
"NOCAS_47291",0.758428962638577
"101-77-9",0.974875806632035
"563-12-2",0.931571331778519
"117-81-7",0.012165495711744
"112-38-9",0.0157543147690609
"95-65-8",0.506192247708323
"834-12-8",0.993450649468026
"2832-40-8",0.401368452135746
"94361-06-5",0.117919497022617
"150-19-6",0.16010543329322
"1459-93-4",0.196699638222454
"206-44-0",0.740430223749521
"92-91-1",0.0376300458102796
"106-50-3",0.930332159435196
"540-38-5",0.924285898910613
"1007-28-9",0.995010415961232
"120-12-7",0.441039199532814
"56-55-3",0.635032015631916
"1638-22-8",0.374907215084529
"101-37-1",0.949032211274208
"612-82-8",0.958771405322576
"87818-31-3",0.367938138235826
"131983-72-7",0.22720616474691
"1031-07-8",0.358170048926827
"149062-75-9",0.71592649597734
"4291-63-8",0.779021078334512
"606-20-2",0.0628863605078594
"51632-16-7",0.951044465549233
"2642-71-9",0.990946196244189
"79-94-7",0.592938744447775
"13194-48-4",0.0683106265008405
"2212-67-1",0.302927717728518
"112733-06-9",0.958512767803298
"56-72-4",0.906053831266495
"124-94-7",0.0395525307932588
"460081-99-6",0.427345120556805
"103-33-3",0.913785679110621
"27314-13-2",0.640422875749037
"81777-89-1",0.0448132731317154
"NOCAS_47248",0.219545839311554
"353280-07-6",0.0129583783679504
"1214-39-7",0.996616547189301
"2243-62-1",0.97322429680757
"95-54-5",0.817153471920372
"13826-35-2",0.282374749535757
"220860-50-4",0.0968963233730305
"79538-32-2",0.0888092615770072
"91-59-8",0.934251801235271
"55-38-9",0.959793832322072
"122-34-9",0.984888253757717
"NOCAS_47334",0.991924370718112
"87-86-5",0.178563634514771
"105512-06-9",0.49141401780009
"82-44-0",0.218957451459597
"42509-80-8",0.952230875871118
"445295-04-5",0.113969918259049
"50594-66-6",0.00678076087236324
"2971-36-0",0.224733997555444
"28159-98-0",0.983770761713742
"189003-92-7",0.122773732090645
"5598-13-0",0.947610107122973
"496-72-0",0.52665800726741
"1747-60-0",0.301039458921155
"22781-23-3",0.451225332148397
"131-57-7",0.273268352609942
"686756-87-6",0.755450204251166
"20325-40-0",0.987565201650878
"139-13-9",0.00886537968968736
"94-80-4",0.0212898086598749
"119-90-4",0.990200929624459
"24851-98-7",0.0446143041798669
"135-57-9",0.177015568357224
"92-87-5",0.993415227355379
"101-05-3",0.995098037904302
"179465-71-5",0.365140522033366
"214535-77-0",0.0522695341635831
"97-56-3",0.98825681760955
"199171-88-5",0.102707929842676
"92-84-2",0.814229498738797
"333-41-5",0.95563058209309
"74051-80-2",0.120851504202562
"14938-35-3",0.18862829967969
"612-83-9",0.991060219784332
"94-86-0",0.208102561709274
"80-46-6",0.590340816444643
"117-79-3",0.832877842170548
"486-66-8",0.734940757046
"41198-08-7",0.675835268072558
"118-79-6",0.790514522754677
"110488-70-5",0.231325029292186
"99-76-3",0.167068534434303
"110235-47-7",0.659147296544676
"56-53-1",0.594438203946383
"2934-05-6",0.0384984484512453
"NOCAS_47311",0.102765368781457
"24602-86-6",0.0290274877590066
"1470-94-6",0.84012323763457
"128-95-0",0.890371051556063
"56-38-2",0.623061402006196
"7287-19-6",0.99364181034204
"1610-18-0",0.98812982224106
"151506-44-4",0.900053760067858
"487-06-9",0.0962097057267057
"104-54-1",0.208506609254535
"744-45-6",0.391885889899151
"171866-31-2",0.491976640067256
"1134-23-2",0.0730249320765973
"93-16-3",0.23701604526223
"59756-60-4",0.107830252814717
"119446-68-3",0.918040011679597
"6152-33-6",0.411941231803049
"123-31-9",0.853785933028539
"79902-63-9",0.0289649303871311
"63-25-2",0.0777764808149536
"118134-30-8",0.109087552617547
"101-21-3",0.22440672414151
"842-07-9",0.97562724072289
"97-54-1",0.261480262551195
"6190-65-4",0.997269837152612
"501027-49-2",0.0761539569206834
"2110-18-1",0.25604717937726
"129-00-0",0.450153969499168
"121-75-5",0.841878649218364
"210826-40-7",0.0235606368744567
"129630-19-9",0.466032456113569
"120-47-8",0.161733764642815
"148477-71-8",0.409499206779993
"29232-93-7",0.958089023746466
"51-03-6",0.520923187115879
"105-67-9",0.28536032462847
"1570-64-5",0.885016120288038
"23031-36-9",0.209186751245235
"122-14-5",0.644027934048492
"78587-05-0",0.953431562400469
"135-88-6",0.846603096781387
"90-43-7",0.388472103448614
"119-93-7",0.971350322905725
"60-09-3",0.996832057064577
"76738-62-0",0.0495099095683855
"1912-24-9",0.996132409543002
"128639-02-1",0.132886580132316
"7378-99-6",0.000834998011217959
"68359-37-5",0.0423029565254224
"80-05-7",0.222897956790607
